,Representative,ReportDate,TransactionDate,Ticker,Transaction,Range,House,Amount,Party,last_modified,return_after_trade
27,Virginia Foxx,2024-03-07,2024-02-28,DUK$A,Sale,"$50,001 - $100,000",Representatives,50001.0,R,2024-03-08,0.0
28,Virginia Foxx,2024-03-07,2024-02-27,ASC,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-03-08,-0.6297253195784832
29,Michael C. Burgess,2024-03-07,2024-02-26,BBY,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2024-03-08,-1.1820860811035758
30,Virginia Foxx,2024-03-07,2024-02-26,ARLP,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-03-08,0.8101258096815664
31,Josh Gottheimer,2024-03-07,2024-02-26,LRLCY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-08,0.0
32,Virginia Foxx,2024-03-07,2024-02-26,FLNG,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-03-08,0.3938573606681414
33,Michael C. Burgess,2024-03-07,2024-02-23,BBY,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2024-03-08,-1.1820860811035758
34,Virginia Foxx,2024-03-07,2024-02-23,FLNG,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-03-08,0.3938573606681414
35,Virginia Foxx,2024-03-07,2024-02-23,ASC,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-03-08,-0.6297253195784832
36,Virginia Foxx,2024-03-07,2024-02-23,ARLP,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-03-08,0.8101258096815664
37,Josh Gottheimer,2024-03-07,2024-02-22,AMD,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-08,-1.8875983541471162
38,Josh Gottheimer,2024-03-07,2024-02-21,PANW,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-08,-2.1955315165454725
39,Virginia Foxx,2024-03-07,2024-02-21,ET,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-03-08,-1.0533235801977026
40,Virginia Foxx,2024-03-07,2024-02-15,ASC,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-03-08,-0.6297253195784832
41,Virginia Foxx,2024-03-07,2024-02-15,ARLP,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-03-08,0.8101258096815664
42,Josh Gottheimer,2024-03-07,2024-02-13,MSFT,Purchase,"$1,000,001 - $5,000,000",Representatives,1000001.0,D,2024-03-08,-0.7136953911104149
43,Josh Gottheimer,2024-03-07,2024-02-13,MSFT,Sale,"$1,000,001 - $5,000,000",Representatives,1000001.0,D,2024-03-08,-0.7136953911104149
44,Josh Gottheimer,2024-03-07,2024-02-13,MSFT,Purchase,"$500,001 - $1,000,000",Representatives,500001.0,D,2024-03-08,-0.7136953911104149
45,Josh Gottheimer,2024-03-07,2024-02-13,CHRD,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-08,-0.81001918865681
46,Josh Gottheimer,2024-03-07,2024-02-13,MSFT,Sale,"$500,001 - $1,000,000",Representatives,500001.0,D,2024-03-08,-0.7136953911104149
47,Josh Gottheimer,2024-03-07,2024-02-13,TEX,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-08,-0.8296675703912068
48,Josh Gottheimer,2024-03-07,2024-02-13,DBSDY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-08,-0.19708767345350456
49,Josh Gottheimer,2024-03-07,2024-02-12,MSFT,Sale,"$1,000,001 - $5,000,000",Representatives,1000001.0,D,2024-03-08,-0.7136953911104149
50,Josh Gottheimer,2024-03-07,2024-02-12,MSFT,Purchase,"$1,000,001 - $5,000,000",Representatives,1000001.0,D,2024-03-08,-0.7136953911104149
51,Michael C. Burgess,2024-03-07,2024-02-12,ILMN,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-03-08,-0.4191230325137868
52,Josh Gottheimer,2024-03-07,2024-02-12,CTSH,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-08,-0.8907855016287566
53,Michael C. Burgess,2024-03-07,2024-02-12,ILMN,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-03-08,-0.4191230325137868
54,Josh Gottheimer,2024-03-07,2024-02-12,MSFT,Purchase,"$1,000,001 - $5,000,000",Representatives,1000001.0,D,2024-03-08,-0.7136953911104149
55,Josh Gottheimer,2024-03-07,2024-02-12,MSFT,Sale,"$1,000,001 - $5,000,000",Representatives,1000001.0,D,2024-03-08,-0.7136953911104149
56,Josh Gottheimer,2024-03-07,2024-02-12,MSFT,Purchase,"$500,001 - $1,000,000",Representatives,500001.0,D,2024-03-08,-0.7136953911104149
57,Josh Gottheimer,2024-03-07,2024-02-12,MSFT,Sale,"$500,001 - $1,000,000",Representatives,500001.0,D,2024-03-08,-0.7136953911104149
58,Josh Gottheimer,2024-03-07,2024-02-12,MSFT,Purchase,"$1,000,001 - $5,000,000",Representatives,1000001.0,D,2024-03-08,-0.7136953911104149
59,Josh Gottheimer,2024-03-07,2024-02-12,MSFT,Purchase,"$1,000,001 - $5,000,000",Representatives,1000001.0,D,2024-03-08,-0.7136953911104149
60,Michael C. Burgess,2024-03-07,2024-02-12,ILMN,Purchase,"$15,001 - $50,000",Representatives,15001.0,R,2024-03-08,-0.4191230325137868
61,Josh Gottheimer,2024-03-07,2024-02-12,MSFT,Sale,"$1,000,001 - $5,000,000",Representatives,1000001.0,D,2024-03-08,-0.7136953911104149
62,Josh Gottheimer,2024-03-07,2024-02-12,MSFT,Sale,"$1,000,001 - $5,000,000",Representatives,1000001.0,D,2024-03-08,-0.7136953911104149
63,Josh Gottheimer,2024-03-07,2024-02-09,BKNG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-08,0.22830619088017784
64,Michael C. Burgess,2024-03-07,2024-02-09,PANW,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2024-03-08,-2.1955315165454725
65,Josh Gottheimer,2024-03-07,2024-02-09,TSM,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-08,-1.8967841078685956
66,Virginia Foxx,2024-03-07,2024-02-09,FLNG,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-03-08,0.3938573606681414
67,Josh Gottheimer,2024-03-07,2024-02-08,BKNG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-08,0.22830619088017784
68,Josh Gottheimer,2024-03-07,2024-02-08,KKR,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-08,0.6838111308330546
69,Josh Gottheimer,2024-03-07,2024-02-08,MDB,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-08,-6.93915090901657
70,Josh Gottheimer,2024-03-07,2024-02-08,NVDA,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-08,-5.547699123664804
71,Josh Gottheimer,2024-03-07,2024-02-08,REGN,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-08,-0.46028300130352895
72,Josh Gottheimer,2024-03-07,2024-02-08,NFLX,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-08,-0.6063996289604997
73,Josh Gottheimer,2024-03-07,2024-02-08,LLY,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-08,-2.309777368282825
74,Josh Gottheimer,2024-03-07,2024-02-08,META,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-08,-1.2182959848164638
75,Josh Gottheimer,2024-03-07,2024-02-08,MSFT,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-08,-0.7136953911104149
76,Virginia Foxx,2024-03-07,2024-02-07,FLNG,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-03-08,0.3938573606681414
77,Virginia Foxx,2024-03-07,2024-02-05,ASC,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-03-08,-0.6297253195784832
78,Virginia Foxx,2024-03-07,2024-02-02,T$A,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-03-08,0.0
79,Virginia Foxx,2024-03-07,2024-02-02,FLNG,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-03-08,0.3938573606681414
80,Josh Gottheimer,2024-03-07,2024-02-01,MS,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-08,1.0448125519572047
81,Josh Gottheimer,2024-03-07,2024-02-01,TTD,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-08,-0.2932976754168663
82,Josh Gottheimer,2024-03-07,2024-02-01,MRNA,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-08,3.5685517717826376
83,Josh Gottheimer,2024-03-07,2024-02-01,SCHW,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-08,-1.4958267135089172
84,Josh Gottheimer,2024-03-07,2024-02-01,EXAS,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-08,-2.3104428735731353
85,Josh Gottheimer,2024-03-07,2024-02-01,LNG,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-08,0.47985876542242384
86,Josh Gottheimer,2024-03-07,2024-02-01,MSCI,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-08,0.24174657490554952
87,Josh Gottheimer,2024-03-07,2024-02-01,DE,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-08,-0.32505627115402663
88,Virginia Foxx,2024-03-07,2024-02-01,HTGC,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-03-08,-0.22038021498289115
89,Josh Gottheimer,2024-03-07,2024-02-01,FSLR,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-08,0.6236357729568401
90,Lloyd Doggett,2024-03-05,2024-02-15,PG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-06,0.15691688959770508
91,Thomas R. Carper,2024-03-04,2024-02-16,EQNR,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D,2024-03-04,1.9269351472364427
92,Thomas R. Carper,2024-03-04,2024-02-16,TGT,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2024-03-04,12.020729402333867
93,Earl Blumenauer,2024-03-02,2024-02-12,PHG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-05,0.0
94,Earl Blumenauer,2024-03-02,2024-02-12,QCOM,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-05,0.0
95,Earl Blumenauer,2024-03-02,2024-02-12,AMZN,Purchase,"$15,001 - $50,000",Representatives,15001.0,D,2024-03-05,0.0
96,Earl Blumenauer,2024-03-02,2024-02-12,UL,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-05,0.0
97,Earl Blumenauer,2024-03-02,2024-02-12,PFE,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-05,0.0
98,Earl Blumenauer,2024-03-02,2024-02-01,GOOGL,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-03-05,0.0
99,Pete Sessions,2024-02-29,2024-02-29,AAPL,Purchase,$360.00,Representatives,360.0,R,2024-03-01,-0.60304085083852
100,Mark Dr Green,2024-02-29,2024-02-26,NGL,Sale,"$50,001 - $100,000",Representatives,50001.0,R,2024-03-01,2.368872198601794
101,Pete Sessions,2024-02-29,2024-02-07,MSFT,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-03-01,0.4496628192858338
102,Pete Sessions,2024-02-29,2024-01-31,COST,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-03-01,0.7460763935098221
103,Nancy Pelosi,2024-02-23,2024-02-21,PANW,Purchase,"$100,001 - $250,000",Representatives,100001.0,D,2024-02-26,0.0
104,Nancy Pelosi,2024-02-23,2024-02-12,PANW,Purchase,"$500,001 - $1,000,000",Representatives,500001.0,D,2024-02-26,0.0
105,Shri Thanedar,2024-02-23,2024-01-25,MSFT,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-26,0.0
106,Shri Thanedar,2024-02-23,2024-01-25,GOOG,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-26,0.0
107,Shri Thanedar,2024-02-23,2024-01-25,BRK.B,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-26,0.0
108,Shri Thanedar,2024-02-23,2024-01-25,AAPL,Sale,"$15,001 - $50,000",Representatives,15001.0,D,2024-02-26,0.0
109,Shri Thanedar,2024-02-23,2024-01-25,GOOG,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-26,0.0
110,Shri Thanedar,2024-02-23,2024-01-25,BRK.B,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-26,0.0
111,Shri Thanedar,2024-02-23,2024-01-25,AMZN,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-26,0.0
112,Shri Thanedar,2024-02-23,2024-01-25,AMZN,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-26,0.0
113,Shri Thanedar,2024-02-23,2024-01-25,MSFT,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-26,0.0
114,Shri Thanedar,2024-02-23,2024-01-25,GOOGL,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-26,0.0
115,Shri Thanedar,2024-02-23,2024-01-25,GOOGL,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-26,0.0
116,Thomas H. Kean Jr.,2024-02-20,2024-01-30,PRNDY,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-02-21,1.360944067620815
117,Thomas H. Kean Jr.,2024-02-20,2024-01-11,BDX,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-02-21,1.936343219146667
118,Richard W. Allen,2024-02-16,2024-01-17,BLK,Sale,"$50,001 - $100,000",Representatives,50001.0,R,2024-02-20,0.0
119,Victoria Spartz,2024-02-15,2024-02-02,SPG,Purchase,"$50,001 - $100,000",Representatives,50001.0,R,2024-02-16,1.3243288607210726
120,Victoria Spartz,2024-02-15,2024-02-02,SPG,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-02-16,1.3243288607210726
121,Victoria Spartz,2024-02-15,2024-02-02,SPG,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-02-16,1.3243288607210726
122,Josh Gottheimer,2024-02-15,2024-01-29,ISRG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,-0.40508417037858024
123,Josh Gottheimer,2024-02-15,2024-01-29,ALNY,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,-0.29165888702637516
124,Josh Gottheimer,2024-02-15,2024-01-25,NOW,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,-1.9230769230769231
125,Josh Gottheimer,2024-02-15,2024-01-25,TSLA,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,-0.24943876658132555
126,Josh Gottheimer,2024-02-15,2024-01-25,LRCX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,1.3405852182418552
127,Josh Gottheimer,2024-02-15,2024-01-25,ON,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,-2.4559703416997687
128,Josh Gottheimer,2024-02-15,2024-01-25,APH,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,-0.1419528044649756
129,Josh Gottheimer,2024-02-15,2024-01-24,CHRD,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,0.6455201205693838
130,Josh Gottheimer,2024-02-15,2024-01-24,ABG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,-2.010480266498678
131,Josh Gottheimer,2024-02-15,2024-01-24,LAD,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,-4.098199444830411
132,Josh Gottheimer,2024-02-15,2024-01-24,AGIO,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,-1.0820858822178026
133,Josh Gottheimer,2024-02-15,2024-01-24,MEDP,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,-0.6846837030296168
134,Josh Gottheimer,2024-02-15,2024-01-24,TPH,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,-3.3361154356835914
135,Josh Gottheimer,2024-02-15,2024-01-24,LOW,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,-0.6481827686552277
136,Josh Gottheimer,2024-02-15,2024-01-24,AMD,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,-1.6349849963005463
137,Garret Graves,2024-02-15,2024-01-19,COIN,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-02-16,8.836844058342418
138,Jonathan Jackson,2024-02-15,2024-01-19,LRCX,Purchase,"$15,001 - $50,000",Representatives,15001.0,D,2024-02-16,1.3405852182418552
139,Josh Gottheimer,2024-02-15,2024-01-18,TSM,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,-1.8135289157780585
140,Josh Gottheimer,2024-02-15,2024-01-18,MSFT,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,-0.6149153913352476
141,Josh Gottheimer,2024-02-15,2024-01-18,AAPL,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,-0.8430343993322847
142,Josh Gottheimer,2024-02-15,2024-01-18,APD,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,-0.04405853539154981
143,Jonathan Jackson,2024-02-15,2024-01-17,W,Sale,"$15,001 - $50,000",Representatives,15001.0,D,2024-02-16,-0.40215031455545847
144,Jonathan Jackson,2024-02-15,2024-01-17,REGN,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,-0.6996735006165336
145,Josh Gottheimer,2024-02-15,2024-01-12,SCHW,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,-0.35586529059754696
146,Jonathan Jackson,2024-02-15,2024-01-12,CAH,Purchase,"$50,001 - $100,000",Representatives,50001.0,D,2024-02-16,-0.46693870951419064
147,Josh Gottheimer,2024-02-15,2024-01-11,GTLS,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,-0.3770170550513014
148,Josh Gottheimer,2024-02-15,2024-01-11,NCLTY,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,5.126408059298184
149,Josh Gottheimer,2024-02-15,2024-01-11,ALNY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,-0.29165888702637516
150,Josh Gottheimer,2024-02-15,2024-01-11,ON,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,-2.4559703416997687
151,Josh Gottheimer,2024-02-15,2024-01-11,BAP,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,0.7100244044932581
152,Josh Gottheimer,2024-02-15,2024-01-11,PYCR,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,0.04796272757253071
153,Josh Gottheimer,2024-02-15,2024-01-11,SSDOY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,2.959024132156392
154,Josh Gottheimer,2024-02-15,2024-01-11,HSHCY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,1.6095802904050522
155,Josh Gottheimer,2024-02-15,2024-01-11,XNGSY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,8.727805558792468
156,Josh Gottheimer,2024-02-15,2024-01-11,PNGAY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,3.36426874365577
157,Josh Gottheimer,2024-02-15,2024-01-11,HELE,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,-2.1482968378162575
158,Josh Gottheimer,2024-02-15,2024-01-11,PTEN,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,2.6383014435463763
159,Josh Gottheimer,2024-02-15,2024-01-11,ALGM,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,-0.32000122070312503
160,Josh Gottheimer,2024-02-15,2024-01-11,OCFC,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,-1.9925261859617474
161,Josh Gottheimer,2024-02-15,2024-01-11,SHLS,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,-0.4854364437391164
162,Josh Gottheimer,2024-02-15,2024-01-09,LOPE,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,-2.452369209149781
163,Jonathan Jackson,2024-02-15,2024-01-08,INTC,Purchase,"$15,001 - $50,000",Representatives,15001.0,D,2024-02-16,-1.225881781793597
164,Jonathan Jackson,2024-02-15,2024-01-08,BP,Sale,"$15,001 - $50,000",Representatives,15001.0,D,2024-02-16,-0.4493115548153027
165,Josh Gottheimer,2024-02-15,2024-01-04,SPXC,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-02-16,0.7301296467883466
166,Tommy Tuberville,2024-02-14,2024-01-24,INTC,Sale (Full),"$15,001 - $50,000",Senate,15001.0,R,2024-02-15,-0.3168123874161429
167,Tommy Tuberville,2024-02-14,2024-01-22,META,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,2.2713826968658806
168,Tommy Tuberville,2024-02-14,2024-01-22,AON,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,1.912663751138337
169,Tommy Tuberville,2024-02-14,2024-01-22,CLF,Sale (Partial),"$15,001 - $50,000",Senate,15001.0,R,2024-02-15,2.304141524677604
170,Tommy Tuberville,2024-02-14,2024-01-22,MNST,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,0.5369594465650483
171,Tommy Tuberville,2024-02-14,2024-01-22,CLF,Sale (Partial),"$15,001 - $50,000",Senate,15001.0,R,2024-02-15,2.304141524677604
172,Tommy Tuberville,2024-02-14,2024-01-22,CLF,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,2.304141524677604
173,Tommy Tuberville,2024-02-14,2024-01-22,CLF,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,2.304141524677604
174,Tommy Tuberville,2024-02-14,2024-01-22,CLF,Sale (Partial),"$50,001 - $100,000",Senate,50001.0,R,2024-02-15,2.304141524677604
175,Tommy Tuberville,2024-02-14,2024-01-22,CLF,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,2.304141524677604
176,Tommy Tuberville,2024-02-14,2024-01-22,SCCO,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,3.5571622271851164
177,Tommy Tuberville,2024-02-14,2024-01-22,CLF,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,2.304141524677604
178,Tommy Tuberville,2024-02-14,2024-01-22,CLF,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,2.304141524677604
179,Tommy Tuberville,2024-02-14,2024-01-22,IDXX,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,1.4753138945462405
180,Tommy Tuberville,2024-02-14,2024-01-22,CLF,Sale (Partial),"$50,001 - $100,000",Senate,50001.0,R,2024-02-15,2.304141524677604
181,Tommy Tuberville,2024-02-14,2024-01-22,MMC,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,1.653856085510957
182,Tommy Tuberville,2024-02-14,2024-01-19,ADI,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,0.6547799022952716
183,Tommy Tuberville,2024-02-14,2024-01-19,SSBK,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,4.933111627977073
184,Tommy Tuberville,2024-02-14,2024-01-19,PG,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,0.8867118041039405
185,Tommy Tuberville,2024-02-14,2024-01-19,IBM,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,1.797672637851105
186,Tommy Tuberville,2024-02-14,2024-01-19,LRCX,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,-0.20967378885675494
187,Tommy Tuberville,2024-02-14,2024-01-19,SSBK,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,4.933111627977073
188,Tommy Tuberville,2024-02-14,2024-01-19,ADSK,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,-0.35092244750102636
189,Tommy Tuberville,2024-02-14,2024-01-19,XP,Sale (Full),"$15,001 - $50,000",Senate,15001.0,R,2024-02-15,0.0
190,Tommy Tuberville,2024-02-14,2024-01-19,AMGN,Sale (Full),"$15,001 - $50,000",Senate,15001.0,R,2024-02-15,-0.3447443633433891
191,Tommy Tuberville,2024-02-14,2024-01-19,SSBK,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,4.933111627977073
192,Tommy Tuberville,2024-02-14,2024-01-19,SSBK,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,4.933111627977073
193,Tommy Tuberville,2024-02-14,2024-01-19,SSBK,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,4.933111627977073
194,Tommy Tuberville,2024-02-14,2024-01-19,RACE,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,1.7387877328356682
195,Tommy Tuberville,2024-02-14,2024-01-19,SSBK,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,4.933111627977073
196,Tommy Tuberville,2024-02-14,2024-01-19,GNTX,Sale (Full),"$15,001 - $50,000",Senate,15001.0,R,2024-02-15,0.6022452125110259
197,Tommy Tuberville,2024-02-14,2024-01-19,AAPL,Sale (Full),"$250,001 - $500,000",Senate,250001.0,R,2024-02-15,-0.15747667431139067
198,Tommy Tuberville,2024-02-14,2024-01-19,SSBK,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,4.933111627977073
199,Tommy Tuberville,2024-02-14,2024-01-19,ABBV,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,1.2441223436107516
200,Tommy Tuberville,2024-02-14,2024-01-19,AME,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,0.19030149592620874
201,Tommy Tuberville,2024-02-14,2024-01-19,SSBK,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,4.933111627977073
202,Tommy Tuberville,2024-02-14,2024-01-19,ADBE,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,-2.351730118528288
203,Tommy Tuberville,2024-02-14,2024-01-19,APH,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,1.498412784024747
204,Tommy Tuberville,2024-02-14,2024-01-19,AMAT,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2024-02-15,0.7895167309886751
