,Representative,ReportDate,TransactionDate,Ticker,Transaction,Range,House,Amount,Party,last_modified,return_after_trade
795,Tommy Tuberville,2023-11-16,2023-10-18,CLF,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2023-11-17,-0.2934339302976046
794,Tommy Tuberville,2023-11-16,2023-10-23,CLF,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2023-11-17,-0.2934339302976046
792,Tommy Tuberville,2023-11-16,2023-10-23,HPQ,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2023-11-17,0.3544855892064483
790,Tommy Tuberville,2023-11-16,2023-10-30,HPQ,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2023-11-17,0.3544855892064483
801,Tommy Tuberville,2023-11-16,2023-10-17,TSLA,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17,0.3039542467564213
812,Tommy Tuberville,2023-11-16,2023-10-17,ITW,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17,0.3765349679512449
803,Tommy Tuberville,2023-11-16,2023-10-17,RMD,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17,0.02686940669029781
814,Tommy Tuberville,2023-11-16,2023-10-17,AMAT,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17,-4.017829157544511
813,Tommy Tuberville,2023-11-16,2023-10-17,SCCO,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17,-0.16028147746730198
864,Tommy Tuberville,2023-11-16,2023-10-03,KR,Purchase,"$50,001 - $100,000",Senate,50001.0,R,2023-11-17,-0.5157084423113775
856,Tommy Tuberville,2023-11-16,2023-10-11,X,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17,-0.7261109433171224
852,Tommy Tuberville,2023-11-16,2023-10-11,TXN,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17,1.7973505421747447
848,Tommy Tuberville,2023-11-16,2023-10-11,LPX,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17,-0.22905659701411307
832,Tommy Tuberville,2023-11-16,2023-10-17,TXN,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17,1.7973505421747447
831,Tommy Tuberville,2023-11-16,2023-10-17,PHM,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17,1.5292650481624712
830,Tommy Tuberville,2023-11-16,2023-10-17,META,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17,0.2543481544348883
829,Tommy Tuberville,2023-11-16,2023-10-17,MCO,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17,0.8767729273690804
828,Tommy Tuberville,2023-11-16,2023-10-17,ROK,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17,0.909161594481373
807,Tommy Tuberville,2023-11-16,2023-10-17,TXN,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17,1.7973505421747447
822,Tommy Tuberville,2023-11-16,2023-10-17,BMY,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17,0.0
816,Tommy Tuberville,2023-11-16,2023-10-17,ABBV,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17,0.014466497423727572
817,Tommy Tuberville,2023-11-16,2023-10-17,TXN,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2023-11-17,1.7973505421747447
818,Tommy Tuberville,2023-11-16,2023-10-17,MNST,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17,-0.5626090148429805
815,Tommy Tuberville,2023-11-16,2023-10-17,FTNT,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17,1.666005916488239
819,Tommy Tuberville,2023-11-16,2023-10-17,AON,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17,-1.1748526598063853
820,Tommy Tuberville,2023-11-16,2023-10-17,MCHP,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17,1.6674720741514715
821,Tommy Tuberville,2023-11-16,2023-10-17,TSLA,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17,0.3039542467564213
823,Tommy Tuberville,2023-11-16,2023-10-17,TSLA,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17,0.3039542467564213
777,Tina Smith,2023-11-20,2023-11-08,TCMD,Purchase,"$100,001 - $250,000",Senate,100001.0,D,2023-11-20,0.07910818778420191
776,Tina Smith,2023-11-20,2023-11-10,AORT,Purchase,"$50,001 - $100,000",Senate,50001.0,D,2023-11-20,12.393767805832448
775,Tina Smith,2023-11-20,2023-11-16,AORT,Purchase,"$50,001 - $100,000",Senate,50001.0,D,2023-11-20,12.393767805832448
774,Sheldon Whitehouse,2023-12-07,2023-11-08,CELH,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2023-12-08,-0.11773461474027197
759,John Boozman,2023-12-12,2023-11-29,SHY,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-12-12,0.503000885743572
760,John Boozman,2023-12-12,2023-11-08,TLH,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-12-12,2.0809209722641384
767,John Boozman,2023-12-12,2023-11-07,MBB,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-12-12,1.4927029470511035
768,John Boozman,2023-12-12,2023-11-07,JMBS,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-12-12,1.268357170098918
765,John Boozman,2023-12-12,2023-11-07,TLT,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-12-12,2.346220172128231
757,Debbie Dingell,2023-12-14,2023-12-05,MDT,Purchase,"$15,001 - $50,000",Representatives,15001.0,D,,-0.9828595131544642
723,Tommy Tuberville,2023-12-15,2023-11-07,X,Purchase,"$1,001 - $15,000",Senate,1001.0,R,,0.0
713,Tommy Tuberville,2023-12-15,2023-11-21,KEY,Purchase,"$15,001 - $50,000",Senate,15001.0,R,,0.0
711,Tommy Tuberville,2023-12-15,2023-11-22,MDLZ,Purchase,"$1,001 - $15,000",Senate,1001.0,R,,0.0
704,A. Mitchell Jr. McConnell,2023-12-18,2023-12-05,WFC,Purchase,"$1,001 - $15,000",Senate,1001.0,R,,0.8658886558538512
707,Michael C. Burgess,2023-12-18,2023-12-08,PANW,Purchase,"$15,001 - $50,000",Representatives,15001.0,R,,0.33487184610916737
708,Michael C. Burgess,2023-12-18,2023-12-08,BX,Purchase,"$15,001 - $50,000",Representatives,15001.0,R,,1.8497889953917754
706,Michael C. Burgess,2023-12-18,2023-12-08,VLO,Purchase,"$15,001 - $50,000",Representatives,15001.0,R,,1.273505122717471
701,Pete Sessions,2023-12-26,2023-12-06,NVDA,Purchase,$456.00,Representatives,456.0,R,2023-12-27,0.28003913611951836
677,Thomas R. Carper,2024-01-03,2023-12-18,XCEM,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2024-01-03,0.10121689360083233
678,Thomas R. Carper,2024-01-03,2023-12-18,FDRR,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2024-01-03,-0.1055330178837243
680,Thomas R. Carper,2024-01-03,2023-12-18,SMDV,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2024-01-03,-0.03156534103876106
681,Thomas R. Carper,2024-01-03,2023-12-18,XCEM,Purchase,"$15,001 - $50,000",Senate,15001.0,D,2024-01-03,0.10121689360083233
679,Thomas R. Carper,2024-01-03,2023-12-18,SBPYX,Purchase,"$15,001 - $50,000",Senate,15001.0,D,2024-01-03,-0.29039231058563353
687,Thomas R. Carper,2024-01-03,2023-12-11,FLNG,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2024-01-03,0.7861112535878364
688,Thomas R. Carper,2024-01-03,2023-12-11,SBUX,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2024-01-03,0.34323681572668324
691,Thomas R. Carper,2024-01-03,2023-12-11,VLO,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2024-01-03,-2.564683560406787
692,Thomas R. Carper,2024-01-03,2023-12-11,KMB,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2024-01-03,0.648924699679539
697,Thomas R. Carper,2024-01-03,2023-12-11,FMC,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2024-01-03,-1.5035106873555968
686,Thomas R. Carper,2024-01-03,2023-12-11,GLPI,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2024-01-03,-1.181507087496131
676,Virginia Foxx,2024-01-04,2023-12-04,FLNG,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-09,1.6249593518411647
675,Earl Blumenauer,2024-01-04,2023-12-07,DEO,Purchase,"$15,001 - $50,000",Representatives,15001.0,D,2024-01-09,-0.65988238788646
674,Virginia Foxx,2024-01-04,2023-12-08,CRT,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-09,-0.7340438593279154
669,Virginia Foxx,2024-01-04,2023-12-19,DUK$A,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-09,0.0
631,Josh Gottheimer,2024-01-07,2023-12-21,DBSDY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09,0.0
633,Josh Gottheimer,2024-01-07,2023-12-20,INTA,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09,0.0
637,Josh Gottheimer,2024-01-07,2023-12-20,TPH,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09,0.0
638,Josh Gottheimer,2024-01-07,2023-12-20,UMBF,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09,0.0
630,Josh Gottheimer,2024-01-07,2023-12-29,NOC,Purchase,"$15,001 - $50,000",Representatives,15001.0,D,2024-01-09,0.0
659,Josh Gottheimer,2024-01-07,2023-12-07,BNTX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09,0.0
642,Josh Gottheimer,2024-01-07,2023-12-11,EW,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09,0.0
665,Josh Gottheimer,2024-01-07,2023-12-05,BNTX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09,0.0
658,Josh Gottheimer,2024-01-07,2023-12-11,DHI,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09,0.0
662,Josh Gottheimer,2024-01-07,2023-12-06,SONY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09,0.0
661,Josh Gottheimer,2024-01-07,2023-12-06,BNTX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09,0.0
618,John Boozman,2024-01-08,2023-12-12,PALL,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2024-01-08,-2.1278895575779493
629,Lloyd Doggett,2024-01-08,2023-12-05,JNJ,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09,0.061911783737624015
628,Lloyd Doggett,2024-01-08,2023-12-11,IBM,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09,-0.6578115691998965
627,Lloyd Doggett,2024-01-08,2023-12-12,PPG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09,-0.7870301017118023
625,Lloyd Doggett,2024-01-08,2023-12-14,HD,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09,-0.5000977986960758
624,Michael C. Burgess,2024-01-08,2023-12-14,UPS,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-09,0.012508924893686066
623,Lloyd Doggett,2024-01-08,2023-12-15,KO,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09,-0.18299885083118642
622,Michael C. Burgess,2024-01-08,2023-12-15,UPS,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-09,0.012508924893686066
620,John Boozman,2024-01-08,2023-12-12,PALL,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2024-01-08,-2.1278895575779493
617,John Boozman,2024-01-08,2023-12-20,PFE,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2024-01-08,-0.6085203030427498
612,Richard W. Allen,2024-01-11,2023-12-14,SCHW,Purchase,"$50,001 - $100,000",Representatives,50001.0,R,2024-01-12,-0.045968094261248184
571,Tommy Tuberville,2024-01-12,2023-12-26,KEY,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2024-01-12,0.0
570,Shelley Moore Capito,2024-01-12,2023-12-01,CVX,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2024-01-12,0.0
567,Shelley Moore Capito,2024-01-12,2023-12-01,CSCO,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2024-01-12,0.0
574,Tommy Tuberville,2024-01-12,2023-12-26,PARA,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2024-01-12,0.0
568,Shelley Moore Capito,2024-01-12,2023-12-01,CMCSA,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2024-01-12,0.0
577,Tommy Tuberville,2024-01-12,2023-12-18,GOLD,Purchase,"$50,001 - $100,000",Senate,50001.0,R,2024-01-12,0.0
569,Shelley Moore Capito,2024-01-12,2023-12-01,SPGI,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2024-01-12,0.0
582,Tommy Tuberville,2024-01-12,2023-12-13,CVX,Purchase,"$100,001 - $250,000",Senate,100001.0,R,2024-01-12,0.0
583,Tommy Tuberville,2024-01-12,2023-12-12,GOLD,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2024-01-12,0.0
585,Tommy Tuberville,2024-01-12,2023-12-11,GOLD,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2024-01-12,0.0
586,Jonathan Jackson,2024-01-12,2023-12-20,W,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-15,0.0
588,Jonathan Jackson,2024-01-12,2023-12-15,W,Purchase,"$15,001 - $50,000",Representatives,15001.0,D,2024-01-15,0.0
589,Jonathan Jackson,2024-01-12,2023-12-14,ACI,Purchase,"$15,001 - $50,000",Representatives,15001.0,D,2024-01-15,0.0
581,Tommy Tuberville,2024-01-12,2023-12-14,CVX,Purchase,"$50,001 - $100,000",Senate,50001.0,R,2024-01-12,0.0
541,Kevin Hern,2024-01-13,2023-12-29,DVN,Purchase,"$15,001 - $50,000",Representatives,15001.0,R,2024-01-15,0.0
542,Kevin Hern,2024-01-13,2023-12-29,LMT,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-15,0.0
543,Kevin Hern,2024-01-13,2023-12-29,DVN,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-15,0.0
544,Kevin Hern,2024-01-13,2023-12-26,WMB,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-15,0.0
545,Kevin Hern,2024-01-13,2023-12-22,PXD,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-15,0.0
547,Kevin Hern,2024-01-13,2023-12-15,NEE,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-15,0.0
546,Kevin Hern,2024-01-13,2023-12-18,LIN,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-15,0.0
549,Kevin Hern,2024-01-13,2023-12-14,HD,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-15,0.0
550,Kevin Hern,2024-01-13,2023-12-14,HD,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-15,0.0
551,Kevin Hern,2024-01-13,2023-12-12,UNH,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-15,0.0
552,Kevin Hern,2024-01-13,2023-12-11,XOM,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-15,0.0
553,Kevin Hern,2024-01-13,2023-12-11,ROK,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-15,0.0
554,Kevin Hern,2024-01-13,2023-12-11,EMR,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-15,0.0
556,Kevin Hern,2024-01-13,2023-12-05,JNJ,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-15,0.0
548,Kevin Hern,2024-01-13,2023-12-14,RTX,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-15,0.0
539,Angus King,2024-01-16,2023-12-27,EA,Purchase,"$1,001 - $15,000",Senate,1001.0,I,2024-01-16,-0.3864373334911688
500,Jerry Moran,2024-01-17,2023-12-14,BRK.B,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2024-01-17,0.0
537,Dwight Evans,2024-01-17,2023-12-20,MU,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-22,1.8491846038669526
536,Dwight Evans,2024-01-17,2023-12-20,NOW,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-22,2.531825673038163
515,Jerry Moran,2024-01-17,2023-12-14,BRK.B,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2024-01-17,0.0
487,Sheldon Whitehouse,2024-01-18,2023-12-07,KO,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2024-01-18,-0.5485339381556155
485,Sheldon Whitehouse,2024-01-18,2023-12-14,LLY,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2024-01-18,0.8390216906626341
484,Sheldon Whitehouse,2024-01-18,2023-12-14,SNOW,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2024-01-18,3.4885560717772255
482,Rick Larsen,2024-01-19,2024-01-09,CL,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-22,0.0
480,Rick Larsen,2024-01-19,2024-01-09,ZTS,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-22,0.0
475,Judy Chu,2024-01-21,2024-01-10,AMEH,Purchase,"$100,001 - $250,000",Representatives,100001.0,D,2024-01-22,0.0
470,Jared Moskowitz,2024-01-22,2023-12-28,MRK,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-23,0.34329400625236
471,Jared Moskowitz,2024-01-22,2023-12-28,MRK,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-23,0.34329400625236
431,Michael C. Burgess,2024-01-22,2024-01-10,RY,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-23,0.32339535593073454
436,Michael C. Burgess,2024-01-22,2024-01-02,ILMN,Purchase,"$15,001 - $50,000",Representatives,15001.0,R,2024-01-23,1.3464826119248838
439,Michael C. Burgess,2024-01-22,2024-01-02,ILMN,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-23,1.3464826119248838
440,Michael C. Burgess,2024-01-22,2024-01-02,XOM,Purchase,"$15,001 - $50,000",Representatives,15001.0,R,2024-01-23,1.1258045555885552
446,Jared Moskowitz,2024-01-22,2023-12-28,ROP,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-23,0.5273634877868081
448,Jared Moskowitz,2024-01-22,2023-12-28,ROP,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-23,0.5273634877868081
449,Jared Moskowitz,2024-01-22,2023-12-28,GOOG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-23,0.656682633420393
